Product ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;MPN;Ecotax;Width;Height;Depth;Weight;Delivery time of in-stock products;Delivery time of out-of-stock products with allowed orders;Quantity;Minimal quantity;Low stock level;Send me an email when the quantity is under this level;Visibility;Additional shipping cost;Unity;Unit price;Summary;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Image alt texts (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock action;Virtual product;File URL;Number of allowed downloads;Expiration date;Number of days;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse;Acessories  (x,y,z...)
167;1;Лента для швов ГКЛ Курт Кнауф 50мм х 25м;Лента для гипсокартона и профиля;40000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;;Лента для швов ГКЛ Курт Кнауф 50мм х 25м;Лента для швов ГКЛ Курт Кнауф 50мм х 25м;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-f8325f58-fec5-4aaa-82e8-ab08c87a48de.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
168;1; Профиль маячковый 10мм 3м;Штукатурный профиль;3822;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Профиль маячковый 10мм 3м; Профиль маячковый 10мм 3м;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-8445f7c7-c5a6-40a7-95f5-0ba36e1a795b.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
169;1; Профиль маячковый 5мм 3м;Штукатурный профиль;3822;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Профиль маячковый 5мм 3м; Профиль маячковый 5мм 3м;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-3bca7896-8d76-47d1-848b-a0dbae871958.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
170;1; Перфорированный уголок 20х20мм3м;Штукатурный профиль;3600;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Перфорированный уголок 20х20мм3м; Перфорированный уголок 20х20мм3м;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-826c3018-5f41-4772-bff2-5bb5c1d21fda.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
171;1; Перфорированный уголок Knauf 19х19мм3м;Штукатурный профиль;13000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Перфорированный уголок Knauf 19х19мм3м; Перфорированный уголок Knauf 19х19мм3м;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-1dae9d56-02e4-4f88-9fd3-96dd0f7d5b75.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
172;1; Профиль маячковый Knauf 6мм 3м;Штукатурный профиль;14500;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Профиль маячковый Knauf 6мм 3м; Профиль маячковый Knauf 6мм 3м;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-5f340047-8c9f-4a51-93ae-5ca0aa7551ef.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
173;1; Краска Акриловая Моющаяся25 кг;Краски;404036;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Краска Акриловая Моющаяся25 кг; Краска Акриловая Моющаяся25 кг;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-52d1cb45-c3f4-4cea-81bb-1307e59d2057.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
174;1; ПенаSoudal Soudafoam 1000 гр;Пена;52990;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; ПенаSoudal Soudafoam 1000 гр; ПенаSoudal Soudafoam 1000 гр;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-9e8e73e3-50b3-4ddc-808e-8e22351ecf6c.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
175;1; Перфорированный уголок сеточный штукатурныйKnauf 31х31мм3м;Штукатурный профиль;17000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Перфорированный уголок сеточный штукатурныйKnauf 31х31мм3м; Перфорированный уголок сеточный штукатурныйKnauf 31х31мм3м;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-5ed8f625-c911-49bc-93a6-d879db890dee.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
176;1; Арочный уголок 30х30мм ;Штукатурный профиль;4000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Арочный уголок 30х30мм ; Арочный уголок 30х30мм ;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-9aca2696-134f-439d-9d0d-9e6fe0229cd9.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
177;1; Угол Штукатурный 3м;Штукатурный профиль;7000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Угол Штукатурный 3м; Угол Штукатурный 3м;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-8d325728-fb20-4c15-8579-bd45dfc57ce4.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
178;1; Ванночка для красок ;Строительные емкости;10000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Ванночка для красок ; Ванночка для красок ;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-41d749fe-4ce3-4caa-9e88-eb8cd28d2098.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
179;1; Миксер строительные маленький;Малярные инструменты;18000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Миксер строительные маленький; Миксер строительные маленький;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-f09ba581-273f-4056-94dc-a781d3731f28.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
180;1;Таз строительный круглый 60Л ;Строительные емкости;70000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;;Таз строительный круглый 60Л ;Таз строительный круглый 60Л ;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-24db5f9c-7c01-4670-96c1-57c756e147db.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
181;1; Таз строительный прямоугольный 90л ;Строительные емкости;120000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Таз строительный прямоугольный 90л ; Таз строительный прямоугольный 90л ;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-d2b21746-1961-410e-940e-d7df531de3ff.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
182;1;Смеситель для раковины сенсорный Gappo G517;Для раковины;1146588;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;;Смеситель для раковины сенсорный Gappo G517;Смеситель для раковины сенсорный Gappo G517;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-5d2ebd91-f88d-48c2-ac55-35d9c53b92ff.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
183;1;Смеситель для кухни Gappo G4136;Для кухни;419979;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;;Смеситель для кухни Gappo G4136;Смеситель для кухни Gappo G4136;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-7c290cc4-43c2-42ad-a0a5-8cd63d10994b.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
184;1;Смеситель для кухни Gappo G4936;Для кухни;353040;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;;Смеситель для кухни Gappo G4936;Смеситель для кухни Gappo G4936;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-4357daf5-eb1d-41e6-9492-f4b86555e78c.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
185;1; Кисть с деревянной ручкой 63,5мм (2,5);Кисти;7000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Кисть с деревянной ручкой 63,5мм (2,5); Кисть с деревянной ручкой 63,5мм (2,5);;;;;;;;;;;1;http://roagtpresta/uploads/750x750-9648c15a-b025-491f-8644-8116ebb92112.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
186;1;Пена 777 Soudal Lightfix;Пена;42000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;;Пена 777 Soudal Lightfix;Пена 777 Soudal Lightfix;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-47d2b5db-5dde-4204-b1e4-10f766270e29.jpeg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
187;1; Кисть с деревянной ручкой 101,6мм (4);Кисти;9000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Кисть с деревянной ручкой 101,6мм (4); Кисть с деревянной ручкой 101,6мм (4);;;;;;;;;;;1;http://roagtpresta/uploads/750x750-93bf5a19-ca44-4109-adcf-b5aeebff43cf.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
188;1; Валик игольчатый 220*70мм;Валики;35000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Валик игольчатый 220*70мм; Валик игольчатый 220*70мм;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-66125d1f-39e3-473a-b514-4f0abd7bbf5f.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
189;1; Валик для краски;Валики;35000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Валик для краски; Валик для краски;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-16f3f0d5-f06c-417d-a94c-4638421688e2.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
190;1;Беспроводная дрель 12V (Отбойник) TOTAL-TOOLS;Электроинструмент;600594;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;;Беспроводная дрель 12V (Отбойник) TOTAL-TOOLS;Беспроводная дрель 12V (Отбойник) TOTAL-TOOLS;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-81f50209-7153-4c47-a8e2-d4622de2542d.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
191;1; Краска Эмаль PF-115 Белая Hayat 3кг;Краски;104831;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Краска Эмаль PF-115 Белая Hayat 3кг; Краска Эмаль PF-115 Белая Hayat 3кг;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-f21a1756-a509-45e0-96c8-d6393c596740.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
192;1; Краска Эмаль Universal Белая Hayat 3кг ;Краски;82991;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Краска Эмаль Universal Белая Hayat 3кг ; Краска Эмаль Universal Белая Hayat 3кг ;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-dd3d668a-f2b4-464b-9724-8025817607bc.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
193;1; Краска Эмаль PF-115 Чёрная Hayat 2.5кг ;Краски;69887;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Краска Эмаль PF-115 Чёрная Hayat 2.5кг ; Краска Эмаль PF-115 Чёрная Hayat 2.5кг ;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-830af838-4958-4750-84ec-fba886ee23c9.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
194;1; Лак Порозаполнитель Hayat 2.3кг;Лаки;100463;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Лак Порозаполнитель Hayat 2.3кг; Лак Порозаполнитель Hayat 2.3кг;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-6c2ecfb2-3686-4b19-8bf0-589c0a3cbaf8.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
195;1; Лак PF-283 Hayat 3кг ;Лаки;69887;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Лак PF-283 Hayat 3кг ; Лак PF-283 Hayat 3кг ;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-626448d3-a99a-4826-8a6f-c9eed229e9de.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
196;1; Лак для Яхт Hayat 3кг;Лаки;80807;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Лак для Яхт Hayat 3кг; Лак для Яхт Hayat 3кг;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-8c8f0756-c06d-4309-a43d-56a302a99539.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
197;1; Валик для краски 25см;Валики;25000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Валик для краски 25см; Валик для краски 25см;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-90b25df7-ed24-406e-90e1-4f8ae6438585.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
198;1; Валик для краски 20см;Валики;25000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Валик для краски 20см; Валик для краски 20см;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-c71b5aa1-ae25-431a-8cc6-e404223b4dba.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
199;1; Штукатурка Гипсовая Хп старт Knauf 25 кг;Штукатурка;33000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Штукатурка Гипсовая Хп старт Knauf 25 кг; Штукатурка Гипсовая Хп старт Knauf 25 кг;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-b4183358-44ac-4272-be04-2cb44716d6ee.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
200;1; Валик для краски Вума 20см ;Валики;15000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Валик для краски Вума 20см ; Валик для краски Вума 20см ;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-88d49f67-2bd1-47e3-9595-3e4c931c7166.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
201;1; Валик для краски маленький 8мм;Валики;8000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Валик для краски маленький 8мм; Валик для краски маленький 8мм;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-89709c58-ddcf-430a-86ba-4aa1309ddfe1.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
202;1; Валик для краски маленький 7мм;Валики;6000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Валик для краски маленький 7мм; Валик для краски маленький 7мм;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-bd73f671-f5bb-4dfa-bfbc-20ac4cf4d385.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
203;1; Бита 70мм для шуруповёрта;Бур и насадки;9000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Бита 70мм для шуруповёрта; Бита 70мм для шуруповёрта;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-ac2cb3e5-671c-47c2-b3d7-9e923a566da5.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
204;1; Бита 100мм для шуруповёрта;Бур и насадки;10000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Бита 100мм для шуруповёрта; Бита 100мм для шуруповёрта;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-0a66fae8-517b-44d7-afe6-6b377001356f.png;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
205;1; Бита 150мм для шуруповёрта;Бур и насадки;12000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Бита 150мм для шуруповёрта; Бита 150мм для шуруповёрта;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-4d08ceb4-215e-4477-96b8-e0897a45d7c5.png;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
206;1; Бита 50мм для шуруповёрта стальная с ограничителем ;Бур и насадки;25000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Бита 50мм для шуруповёрта стальная с ограничителем ; Бита 50мм для шуруповёрта стальная с ограничителем ;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-2dd86d2b-f6e2-43fd-85b9-6fae93b715cf.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
207;1; Бита 70мм для шуруповёрта стальная 11262;Бур и насадки;10000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Бита 70мм для шуруповёрта стальная 11262; Бита 70мм для шуруповёрта стальная 11262;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-e9b354a0-2664-4d5b-ad27-a7cf7c5696f3.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
208;1;Аккумуляторный шуруповерт 8V TOTAL-TOOLS;Электроинструмент;436796;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;;Аккумуляторный шуруповерт 8V TOTAL-TOOLS;Аккумуляторный шуруповерт 8V TOTAL-TOOLS;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-5b72092b-592c-40d0-8f58-c23d05b18cd4.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
209;1; Краска Эмаль ПФ-115 Hayat белая 1л;Краски;36036;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Краска Эмаль ПФ-115 Hayat белая 1л; Краска Эмаль ПФ-115 Hayat белая 1л;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-c0499a6a-2629-4935-b45e-9db916e2ea0d.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
210;1; Пистолет для герметика;Герметика;25000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Пистолет для герметика; Пистолет для герметика;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-36e44452-0963-4bab-b4ae-2ab77d2a6c1f.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
211;1; Нож строительный для гипсокартона;Столярно-слесарный инструмент;15000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Нож строительный для гипсокартона; Нож строительный для гипсокартона;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-d82e7b72-fa7b-4657-ac7b-cec66b8da9be.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
212;1;Ударная дрель TOTAL-TOOLS;Электроинструмент;371276;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;;Ударная дрель TOTAL-TOOLS;Ударная дрель TOTAL-TOOLS;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-37f0652b-38ca-460e-8c1d-35c96ace6194.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
213;1; Нож строительный для гипсокартона 18мм;Столярно-слесарный инструмент;10000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Нож строительный для гипсокартона 18мм; Нож строительный для гипсокартона 18мм;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-75a9917a-8f77-4b9f-94ad-4d4656c635a7.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
214;1; Ножовка по гипсокартону;Столярно-слесарный инструмент;30000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Ножовка по гипсокартону; Ножовка по гипсокартону;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-4748497b-5d04-4bfb-a18e-6791251e1b72.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
215;1;Смеситель для раковины высокий Frap F1057-2;Для раковины;535075;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;;Смеситель для раковины высокий Frap F1057-2;Смеситель для раковины высокий Frap F1057-2;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-a236b71f-e80d-4095-9af4-8b494b63b7c6.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
216;1; Степлер строительный для скоб Sparta тип 53 4-8 мм пластмассовый;Столярно-слесарный инструмент;30000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Степлер строительный для скоб Sparta тип 53 4-8 мм пластмассовый; Степлер строительный для скоб Sparta тип 53 4-8 мм пластмассовый;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-2de30112-e699-4b8c-9742-758fb9188b9e.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
217;1; Просекатель для профиля Sparta;Столярно-слесарный инструмент;100000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Просекатель для профиля Sparta; Просекатель для профиля Sparta;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-c075dc46-9224-4a67-985a-7798b15facd1.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
218;1; Рубанок для гипсокартона 250*42мм Matrix;Столярно-слесарный инструмент;60000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Рубанок для гипсокартона 250*42мм Matrix; Рубанок для гипсокартона 250*42мм Matrix;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-542b2794-2bdb-4488-954a-c6b335bfc9c3.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
219;1;Электрическая дрель (с проводом) TOTAL-TOOLS;Электроинструмент;349436;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;;Электрическая дрель (с проводом) TOTAL-TOOLS;Электрическая дрель (с проводом) TOTAL-TOOLS;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-0c7cf753-be5c-41fe-a6eb-52b488688706.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
220;1; Штукатурка Ventum 610 ;Штукатурка;35000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Штукатурка Ventum 610 ; Штукатурка Ventum 610 ;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-4e709b13-509d-4db5-a398-421599a88158.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
221;1; Штукатурка Ventum 611 ;Штукатурка;34000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Штукатурка Ventum 611 ; Штукатурка Ventum 611 ;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-87a08600-e4d6-46f8-ae27-4d4192731688.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
222;1; ШпатлевкаVentum 600 ;Шпатлевки;29000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; ШпатлевкаVentum 600 ; ШпатлевкаVentum 600 ;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-e083636d-9f05-4966-a4f9-f5799935804d.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
223;1; Шпатлевка Ventum 602 ;Шпатлевки;30000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Шпатлевка Ventum 602 ; Шпатлевка Ventum 602 ;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-87248f01-cf84-4d70-8a6a-5ccd69e03b62.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
224;1; Шпатлевка Ventum 604 ;Шпатлевки;28000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Шпатлевка Ventum 604 ; Шпатлевка Ventum 604 ;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-ed9f9b2a-951c-456f-a9b3-443cb8d4a651.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
225;1; Фасадная Штукатурка Ventum 700;Штукатурка;37000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Фасадная Штукатурка Ventum 700; Фасадная Штукатурка Ventum 700;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-c08f7060-cab9-4d8f-b834-99002fdbb174.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
226;1; Фасадная Штукатурка Ventum 701 Белая;Штукатурка;40000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Фасадная Штукатурка Ventum 701 Белая; Фасадная Штукатурка Ventum 701 Белая;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-2fc66ab2-4076-4082-b4a9-21c485562e1e.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
227;1; Фасадная Штукатурка Ventum 710;Штукатурка;32000;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Фасадная Штукатурка Ventum 710; Фасадная Штукатурка Ventum 710;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-edc0b4c4-0cfd-44c9-b741-e76a1ff62975.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
228;1; Стержень телескопический для валика 1.10-2м алюминиевая;Валики;38220;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Стержень телескопический для валика 1.10-2м алюминиевая; Стержень телескопический для валика 1.10-2м алюминиевая;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-129ee10f-c113-4a3a-8954-b504fe692687.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
229;1; Стержень телескопический для валика 1,70-3м алюминиевая;Валики;43680;1;;;;;;;;;;;;;;0;0.1;0.1;0.1;0.040793;;;1000;1;1;1;;;;; Стержень телескопический для валика 1,70-3м алюминиевая; Стержень телескопический для валика 1,70-3м алюминиевая;;;;;;;;;;;1;http://roagtpresta/uploads/750x750-a28ad85f-e95d-4a8e-8d2f-5a468c249443.jpg;;0;;1;new;0;0;0;0;0;;;;;0;0;0;0;
